"ID","Rating","Text","Review Likes","Date","User"
"76","4","The campus in South Denpasar is precisely the Panjer area. One alternative option to study in South Denpasar.","1","a year ago","{
  ""name"": ""Chandra Mulia"",
  ""link"": ""https://www.google.com/maps/contrib/110459690549380952449?hl=en"",
  ""contributor_id"": ""110459690549380952449"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXPt4vw7doP2BeO-p29aF4GBBP9eCOw-843kmhG3cECeXtfwTEm=s120-c-rp-mo-ba5-br100"",
  ""local_guide"": true,
  ""reviews"": 194,
  ""photos"": 426
}"
"77","5","STIKI Indonesia is a comfortable and complete campus with facilities that are very helpful for students in learning and finding information, which is equipped with many computer rooms and WiFi and other facilities, besides that STIKI is a place for entrepreneurs who can add insight for students to become more independent and optimistic, here we are forged to become competent and responsible undergraduate candidates in the world of work.","0","2 years ago","{
  ""name"": ""AHYAN HUMAMI I8I042I6"",
  ""link"": ""https://www.google.com/maps/contrib/102829546142492367660?hl=en"",
  ""contributor_id"": ""102829546142492367660"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocJ7MJR4W05QzW5AeRsPYPdVuH5M5ZppUJu_73S12lsJDPEAEbE=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"78","3","Magnificent facilities, reliable and professional lecturers, very affordable tuition fees and several units of student activities are varied and can take lecture hours while working","0","2 years ago","{
  ""name"": ""Nyoman Haris Pratama Putra_ 211O4O66"",
  ""link"": ""https://www.google.com/maps/contrib/111181607646505005244?hl=en"",
  ""contributor_id"": ""111181607646505005244"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXo0d5Md3OHW8q6ETtD9y6Dmn5Rkopl_jWhfPN84qhGtXKODlUA=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 0
}"
"79","5","Stiki Indonesia is the best IT campus in Bali. It has classrooms with excellent facilities and a very complete computer lab and other supports.","0","2 years ago","{
  ""name"": ""Ida Bagus Ananta Nugraha Pradnyana"",
  ""link"": ""https://www.google.com/maps/contrib/112781261152197321608?hl=en"",
  ""contributor_id"": ""112781261152197321608"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWx8LRgVsnznHW8_ki3hzxcEguog3m941T2USQjSWzC_KqMdP9L=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"80","5","A great campus for computer science...  Relax 4, no elevator available, wifi and internet always have problems, close to self-service supermarket, many small restaurants around,,","0","8 years ago","{
  ""name"": ""I Komang Radi Saputra"",
  ""link"": ""https://www.google.com/maps/contrib/103025717309969282523?hl=en"",
  ""contributor_id"": ""103025717309969282523"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXDujXH5LVP2LFgE53a3NzhKbTwur4ZHJ5HkLStX_Xnv7mMbHce0w=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 114,
  ""photos"": 203
}"
"81","1","Regulations, information is not clear, it seems because there is no planning even though corona has been running for 1 year :( The academic calendar is not running. The plan for the next 1 week alone has no clarity and certainty. Technology campus, let's upgrade together.","6","3 years ago","{
  ""name"": ""Callista Vania Wijaya"",
  ""link"": ""https://www.google.com/maps/contrib/106753812945844613300?hl=en"",
  ""contributor_id"": ""106753812945844613300"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXw0eE_FDgMQ_R5yyXdRaQhUPU3zEPEPhh1R4qUbjYBIMXXeRSV=s120-c-rp-mo-br100"",
  ""reviews"": 4,
  ""photos"": 47
}"
"82","5","Beloved campus, yes even though there is a lack of it, but still the best, even though I used to be quite enthusiastic about college because I got knowledge, friends who made me always laugh, girls who were clear and always at the end of the lesson diem in the parking lot to glance at the bahenol girls, but since Koped-19 attacked, and had to apply prok*ntol, all beautiful things disappeared","0","3 years ago","{
  ""name"": ""I Gusti Ngurah Zena Sudiatmika"",
  ""link"": ""https://www.google.com/maps/contrib/115693830321374839705?hl=en"",
  ""contributor_id"": ""115693830321374839705"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVqKj12SEWOmWAOb3wBs0EKrR1d4XqX8gmV8JZSvELS__ebW3Zx=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 107,
  ""photos"": 168
}"
"83","5","Comfortable and beautiful campus Moreover, the lecturers are very friendly and kind Thankyu INSTIKI ","2","a year ago","{
  ""name"": ""Benediktus Aman I9IO33O6"",
  ""link"": ""https://www.google.com/maps/contrib/116263305176616041686?hl=en"",
  ""contributor_id"": ""116263305176616041686"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUiIf4xH-MUo7ryoPk7FFfxf3Ul7ATIGFx7HKuIbV0vG0LdmD8=s120-c-rp-mo-br100"",
  ""reviews"": 8,
  ""photos"": 2
}"
"84","5","A very recommended lecture place, from 2016-2020 lectures here, young and friendly young lecturers can be invited to discuss can be invited to hang out too, the facilities are also good, there is wifi just a little slow, yes hopefully in the future it will be better & develop again without reducing the previous ""THE SPIRIT OF BEING AND GIVING""","0","3 years ago","{
  ""name"": ""Novanartha Trijaya"",
  ""link"": ""https://www.google.com/maps/contrib/102386414802400945847?hl=en"",
  ""contributor_id"": ""102386414802400945847"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjW8LgDEusfrHtWkzNyw0SBGu3xQ3UpraHcawC_y6zDbPPA0m2jZEQ=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 12,
  ""photos"": 4
}"
"85","5","The place is strategic, easy to reach. And the best is a very comfortable building and the lecture system is perfect for those who want to study while working","0","a year ago","{
  ""name"": ""alfianus lega334"",
  ""link"": ""https://www.google.com/maps/contrib/117298205682022290738?hl=en"",
  ""contributor_id"": ""117298205682022290738"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjV_8YPYbeBgWHqWC3sLDsXYVXAUsfdpWpz2HYgdxDIbmJohfM8=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 3,
  ""photos"": 0
}"
"86","5","Stiki Indonesia is one of the best IT campuses in Bali. The place and the comfortable learning atmosphere... Anyway Indonesian stiki the best","0","2 years ago","{
  ""name"": ""Made Adiyasa"",
  ""link"": ""https://www.google.com/maps/contrib/109700686923793206889?hl=en"",
  ""contributor_id"": ""109700686923793206889"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocKB1bbowHv8r2d3OYngCXdWshgYb_8M_cosOIZgy1GbOLLkRw=s120-c-rp-mo-br100"",
  ""reviews"": 5,
  ""photos"": 0
}"
"87","5","Very nice campus.. The teaching and learning process is also good. (y) the lecturer is fine. The students are friendly, the female students are beautiful","3","7 years ago","{
  ""name"": ""Agus Surya"",
  ""link"": ""https://www.google.com/maps/contrib/114782975596133427585?hl=en"",
  ""contributor_id"": ""114782975596133427585"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXdY8GRa2VxgL9Wfu0nxxpAedVBZVLD_uuaf_yXGBQq2abfhqKLAA=s120-c-rp-mo-ba7-br100"",
  ""local_guide"": true,
  ""reviews"": 374,
  ""photos"": 6135
}"
"88","5","The best IT campus with staff and lecturers who are easy to get along with, complete facilities and supporting infrastructure","1","2 years ago","{
  ""name"": ""Muhammad Ixbal"",
  ""link"": ""https://www.google.com/maps/contrib/107139796138611060085?hl=en"",
  ""contributor_id"": ""107139796138611060085"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUcHRO7XRkYEQU8q396tzE6Leg4p_w1BW9Gjue8vowjCJUn3D8M=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 1
}"
"89","5","The Best IT Campus in Denpasar because it is equipped with very modern facilities, a very comfortable learning atmosphere plus good WI-FI facilities","0","4 years ago","{
  ""name"": ""Hansen Wiryaatmaja4173"",
  ""link"": ""https://www.google.com/maps/contrib/107821161157111062012?hl=en"",
  ""contributor_id"": ""107821161157111062012"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWa6KBfQF1LXPJiaPZ0S6cCev1X3SiVbD82TN5QzT41BQOSWRk=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"90","5","A place of digital age college for my son","0","a year ago","{
  ""name"": ""Made Risana"",
  ""link"": ""https://www.google.com/maps/contrib/102375073532871578360?hl=en"",
  ""contributor_id"": ""102375073532871578360"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocKTI0g_owUGOQO8pWNsvEE1gJd9UgiLX2CnOY3wXwanzhHxXg=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 74,
  ""photos"": 204
}"
"91","5","Studying here is very exciting because you can study while working... two, three chickens running.. I love going to college here.... two, three college students... Just study here","0","2 years ago","{
  ""name"": ""20IO4I92_Lalu Tegar Wahyu Zulkarnain"",
  ""link"": ""https://www.google.com/maps/contrib/117527006659926273357?hl=en"",
  ""contributor_id"": ""117527006659926273357"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXkk8yHkE8irhI4uwV0in56Y-vtTNojnVxBNLdz8QorswXIBig8Sg=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 5,
  ""photos"": 15
}"
"92","5","A campus that provides a comfortable atmosphere while studying, supported by the facilities provided is very complete","0","2 years ago","{
  ""name"": ""I Gede Wira Darma 3188"",
  ""link"": ""https://www.google.com/maps/contrib/107368497552632810964?hl=en"",
  ""contributor_id"": ""107368497552632810964"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjX9780g75Ki3-WgBXXQx-uUj_ZuNohyUQ3rcLpECFcgU2gkx4xT=s120-c-rp-mo-br100"",
  ""reviews"": 3,
  ""photos"": 3
}"
"93","5","With the spirit of being and giving stiki, Indonesia becomes a campus that brings very big changes to students. Greetings to be and give ","0","2 years ago","{
  ""name"": ""Wilhelmus Yanuarius"",
  ""link"": ""https://www.google.com/maps/contrib/106287559587281180721?hl=en"",
  ""contributor_id"": ""106287559587281180721"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjV8ymJlJuZqB3w7TaK3jHoSnX59Fvlzke1jFX3uTer_q_Ffygkd=s120-c-rp-mo-br100"",
  ""reviews"": 3,
  ""photos"": 16
}"
"94","5","The best IT campus in Bali with complete facilities and staff and educators who are easy to get along with","0","2 years ago","{
  ""name"": ""EBI 97"",
  ""link"": ""https://www.google.com/maps/contrib/106090129288157511926?hl=en"",
  ""contributor_id"": ""106090129288157511926"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUp4i6whJYcCxV1h6bfACTfidutLuuV-35_nAMMPOZ1usf73hOM=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 1,
  ""photos"": 0
}"
"95","5","Gave me a good learning experience as well as a spacious place and many air-conditioned places. Good kls comfort.","0","2 years ago","{
  ""name"": ""I8IO4O66 _I Wayan Edi Antara Saputra"",
  ""link"": ""https://www.google.com/maps/contrib/112845554601019545688?hl=en"",
  ""contributor_id"": ""112845554601019545688"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXrmriPddCOUzScQ3llu7P5fdlnJ4fnkN22sRsnkY7q80VTZcKO=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 3
}"
"96","5","A campus that is thick with a system of shortcomings","0","a year ago","{
  ""name"": ""Lendra ZRX"",
  ""link"": ""https://www.google.com/maps/contrib/106181732883294353242?hl=en"",
  ""contributor_id"": ""106181732883294353242"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVb_bgt7X8cvvUhDEPD9bCaR5-iL_EqRXWCnqvB3soKi61Iau0=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 1,
  ""photos"": 9
}"
"97","5","coincidentally, I am currently taking S1 management of informatics engineering here","0","11 months ago","{
  ""name"": ""DW PUTU ALIT DENBAGUS RAFLI"",
  ""link"": ""https://www.google.com/maps/contrib/112024441477039436427?hl=en"",
  ""contributor_id"": ""112024441477039436427"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVNTL0ofKJgegYh64sEosgEi6WR37dS8ZgIXktVa2kquMdjFsFb=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 18,
  ""photos"": 19
}"
"98","5","This was once my place of study from year to year continuously improving its services and facilities to students. Continued success for STIKI Indonesia.","0","3 years ago","{
  ""name"": ""I Gede Hasby Septiawan"",
  ""link"": ""https://www.google.com/maps/contrib/108868699717516891729?hl=en"",
  ""contributor_id"": ""108868699717516891729"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXxfcb7UzuKnWUldeT191unRrzWsvz4jYH53oL1WytDVHKWQZnn=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 35,
  ""photos"": 11
}"
"99","1","Great place to buy diploma. Most of its graduates don't understand coding","5","2 years ago","{
  ""name"": ""rockiller clothing"",
  ""link"": ""https://www.google.com/maps/contrib/106594446963495550671?hl=en"",
  ""contributor_id"": ""106594446963495550671"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocIslAIJtMYz4gymAezHo1ztZDrGdnvhWWzD_8m2Xa8UP9E95A=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"100","5","IT campus in bali solution provider. Come on, those who want to study in Bali choose this one private campus in Bali","0","2 years ago","{
  ""name"": ""Novan PEP"",
  ""link"": ""https://www.google.com/maps/contrib/107088071076078083787?hl=en"",
  ""contributor_id"": ""107088071076078083787"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjULfavjabfHmoDN8nQA4Z_Tw6UdMwDcrrnwOeLCrKcXUk9a7Umt=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 7
}"
"101","5","Many experiences I gained when forging education here continued success STIKI Indonesia","1","2 years ago","{
  ""name"": ""Ign dpradnyandika"",
  ""link"": ""https://www.google.com/maps/contrib/117918370538965756767?hl=en"",
  ""contributor_id"": ""117918370538965756767"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXm6Lz-U2CK1P6I-inpta_Dks13TVc0dolySJoidvJjCuWwFKG0=s120-c-rp-mo-br100"",
  ""reviews"": 3,
  ""photos"": 1
}"
"102","5","The campus is good, the facilities are complete and adequate, the staff is friendly","0","2 years ago","{
  ""name"": ""Tanti Dewi"",
  ""link"": ""https://www.google.com/maps/contrib/109799348016827357804?hl=en"",
  ""contributor_id"": ""109799348016827357804"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocLu5UqxSrjd6f68HuxWBRwB9-zDXswQmqEgZHxhbQlE6DTmCg=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"103","5","exciting campus for those who want to study in bali STIKI IT campus in Bali solution provider, exciting private campus in bali","0","2 years ago","{
  ""name"": ""Novan Ayogi"",
  ""link"": ""https://www.google.com/maps/contrib/102945685473676151897?hl=en"",
  ""contributor_id"": ""102945685473676151897"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUV5WTiTBRqMR1o6o8xnwYdAIGdNjqAC94P1i29xLSq4G9QurSZ=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 11
}"
"104","5","The campus is good, the facilities are also complete IT-based ","0","2 years ago","{
  ""name"": ""Made Padma"",
  ""link"": ""https://www.google.com/maps/contrib/100089614886152012693?hl=en"",
  ""contributor_id"": ""100089614886152012693"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVbQJKYMIkfri2vDdEdZwkPVGfdHxAXSVpWUIbRvOPkKjVTxtX8=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"105","5","The campus is cool and modern bgt, it's the first time to come here but feel at home bgt, ","0","2 years ago","{
  ""name"": ""Julia Jull"",
  ""link"": ""https://www.google.com/maps/contrib/115436035072420931094?hl=en"",
  ""contributor_id"": ""115436035072420931094"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUIYwh6qRrjCxpTHX_JvLEcZivKPZn_4scuk7Q4V2BWYdipGB8=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"106","5","After my current lecture, there have been many significant improvements. Very recommended for those who want to study informatics","0","6 years ago","{
  ""name"": ""Aprilius Rehnz"",
  ""link"": ""https://www.google.com/maps/contrib/118160692453762653940?hl=en"",
  ""contributor_id"": ""118160692453762653940"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUBOBR_V2mSIh3GtRLmPfIyrpsCymwd2wE28nVQBdt8wBX0qtFm=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 12,
  ""photos"": 1
}"
"107","5","A campus that produces graduates who are creative and experts in the IT field","1","2 years ago","{
  ""name"": ""Tori Markapolo"",
  ""link"": ""https://www.google.com/maps/contrib/112347941408484834707?hl=en"",
  ""contributor_id"": ""112347941408484834707"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUPdejK5e04EmvXlsoZSk6XDlKxu7mrcmwg90LWdyKL8klqQaU=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"108","5","Stiki Indonesia, even though until now we are still a long distance relationship but you will always be in my heart Deep in the eyes close to my heart and mind","0","2 years ago","{
  ""name"": ""Selfiana farianti hannyta_2o1o3373"",
  ""link"": ""https://www.google.com/maps/contrib/102107885162638392606?hl=en"",
  ""contributor_id"": ""102107885162638392606"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXJv2cRPof8ajP9RPUrJ4jZjwX1elCnGJpXycV66_31Y3-JxBG3=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"109","1","Nice campus","0","5 months ago","{
  ""name"": ""Gautamapawana Yogigautama"",
  ""link"": ""https://www.google.com/maps/contrib/105288703432208957202?hl=en"",
  ""contributor_id"": ""105288703432208957202"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocK30vY-90-Y5hopxDp4u0fjgg8DTJhvfZfZ2pd940HoMEHQXA=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 3,
  ""photos"": 1
}"
"110","1","Lama2 asked to be moved by his students, he said he was studying online, but in the end2 it turned into an online assignment","1","4 years ago","{
  ""name"": ""Julio 123"",
  ""link"": ""https://www.google.com/maps/contrib/106345993600635958047?hl=en"",
  ""contributor_id"": ""106345993600635958047"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocIqMSsK-WbezO75rMJSnfxCz8084Mpgc1Gy4Em8FHGSIHnlwcA=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 1,
  ""photos"": 0
}"
"111","5","Cool campus. Happy guaranteed","3","5 years ago","{
  ""name"": ""Mery Marlinda"",
  ""link"": ""https://www.google.com/maps/contrib/110935226754695575512?hl=en"",
  ""contributor_id"": ""110935226754695575512"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUrhc5CPe3SkitzBCYKQMivdmAo7gt12JQ_G7PA9QqEfEfGVjmk=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 84,
  ""photos"": 53
}"
"112","5","The student just socialized, he said that his computer lab reached dozens of rooms, wowwwwwww","5","5 years ago","{
  ""name"": ""Putri Satialhikmah"",
  ""link"": ""https://www.google.com/maps/contrib/103804748191810737609?hl=en"",
  ""contributor_id"": ""103804748191810737609"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVaJqxoDBxqr-fX_4UPgA4RgRoHHLo_07lZC6Df5qMj-4RXbnkr=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 101,
  ""photos"": 221
}"
"113","5","INSTIKI is very good and good when learning to study computer science thanks","1","2 years ago","{
  ""name"": ""I Nyoman Aldi Asrawan"",
  ""link"": ""https://www.google.com/maps/contrib/107243148693073568209?hl=en"",
  ""contributor_id"": ""107243148693073568209"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjULLy2DLsJOT8mR44i71ZCI__s3kEptlbROfWc2wIo9tywHEc14=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 106,
  ""photos"": 3
}"
"114","5","The campus is comfortable and always keeps up with developments","0","2 years ago","{
  ""name"": ""Adi Putra"",
  ""link"": ""https://www.google.com/maps/contrib/100568896779540144890?hl=en"",
  ""contributor_id"": ""100568896779540144890"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWNUl2hoCIQKvwcKx4ULSNyn4DZ_MtfarRGOhM4xWMSOH6Qbp_TFQ=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 43,
  ""photos"": 45
}"
"115","5","STIKI Indonesia is one of the campuses that has complete facilities","0","2 years ago","{
  ""name"": ""Aleksius Semaun"",
  ""link"": ""https://www.google.com/maps/contrib/101954538229794621373?hl=en"",
  ""contributor_id"": ""101954538229794621373"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVYuHK-XBMN9Of4Jk4Ed8sV4t_ACAxNuETgoLT9PIIO5r8nGuHl=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 0
}"
"116","4","The campus is not wide, but the way of learning is very good","0","8 years ago","{
  ""name"": ""deta utama"",
  ""link"": ""https://www.google.com/maps/contrib/109886592440552453404?hl=en"",
  ""contributor_id"": ""109886592440552453404"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXTNIhF94TCiAuQebgaEWL3565M21zNpe3syASenZT4p1EnH6zauA=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 19,
  ""photos"": 57
}"
"117","5","Great lecture place, cool campus, comfortable. So miss the college days first","1","6 years ago","{
  ""name"": ""Alitafira Siningsing"",
  ""link"": ""https://www.google.com/maps/contrib/113084680878609744309?hl=en"",
  ""contributor_id"": ""113084680878609744309"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjW2ckEe0Wskr1_6v3_Oa7Qd3rU42mj-IYIvp-XTcK8pZ9C4Zus=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"118","1","Want to ask what is true from stiki campus stiki alumni who are looking for jobs for stiki students","1","5 years ago","{
  ""name"": ""Ikhsanul iman"",
  ""link"": ""https://www.google.com/maps/contrib/115208781942548379136?hl=en"",
  ""contributor_id"": ""115208781942548379136"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWy63TPdNYlC_QL1Ch8Zst7cFfUsPlNkbU7wxHu4bqw9c0iM3YI=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"119","5","One of the best IT Campuses in Indonesia...  Keep moving forward stiki.. semangat to be and give","1","4 years ago","{
  ""name"": ""Engelbertus Hendro (Jesen Studio)"",
  ""link"": ""https://www.google.com/maps/contrib/116034183371516886414?hl=en"",
  ""contributor_id"": ""116034183371516886414"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUIxA6jLYrRvssVhWEFT6h1RhOMMUqsJ3ni3AuimId_KNAtl_Og=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 31,
  ""photos"": 12
}"
"120","5","It's really good that I went to school to socialize to SMKN 4 Mataram","2","4 years ago","{
  ""name"": ""Laila isnaini"",
  ""link"": ""https://www.google.com/maps/contrib/103537161047446516284?hl=en"",
  ""contributor_id"": ""103537161047446516284"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWjNDLDkOslsmQF-Gug_UvnpP6kDE9HNn92G_6hj2o-xEP__P5A=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 5,
  ""photos"": 0
}"
"121","5","The campus is now better","0","10 months ago","{
  ""name"": ""Akun Kadekaa"",
  ""link"": ""https://www.google.com/maps/contrib/103901757355168946700?hl=en"",
  ""contributor_id"": ""103901757355168946700"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocIktbL9i3M6frdBt435K9ZJgAtIA0jZGA1UMnjda4s0iAX0sA=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 1,
  ""photos"": 0
}"
"122","5","Quite fun and later on March 29 graduation","0","2 years ago","{
  ""name"": ""I Wayan Mega Wismaya"",
  ""link"": ""https://www.google.com/maps/contrib/101128413974663953101?hl=en"",
  ""contributor_id"": ""101128413974663953101"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWlex_lNdnaP2C3odZLBI8u2Mb_f5z7X6HpmcAQD8N5LVHQZ1I=s120-c-rp-mo-br100"",
  ""reviews"": 9,
  ""photos"": 27
}"
"123","5","IT Campus","1","6 years ago","{
  ""name"": ""Dewa Putu Yudhi Ardiana"",
  ""link"": ""https://www.google.com/maps/contrib/103939097760026147262?hl=en"",
  ""contributor_id"": ""103939097760026147262"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocKX1p-RncTNc1W-tEMJ7rBiSYyM2kdPj3qDThYGj4YAYvcfQ9k=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 78,
  ""photos"": 246
}"
"124","5","The campus is located in the Denpasar area, with a comfortable learning atmosphere,","4","5 years ago","{
  ""name"": ""I Komang Agus Antara"",
  ""link"": ""https://www.google.com/maps/contrib/100274831407112521363?hl=en"",
  ""contributor_id"": ""100274831407112521363"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUygsw7y8r-vXJkLRb-z6U6cMnlfDj3bK9rxR3AjNLTs04v5Rj8=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 17,
  ""photos"": 0
}"
"125","1","Baak's response to students is very bad, Chat is only read","2","2 years ago","{
  ""name"": ""Guardian tales"",
  ""link"": ""https://www.google.com/maps/contrib/102255804501097961345?hl=en"",
  ""contributor_id"": ""102255804501097961345"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocI_KybJym0tKrzvYe9kkrgE1gmLPfqXn0FIi-9bRGQeXZ8F0w=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"126","5","STIKI INDONESIA the best IT campus in the future","0","2 years ago","{
  ""name"": ""Inosensius D. Baeng"",
  ""link"": ""https://www.google.com/maps/contrib/104714832966690811940?hl=en"",
  ""contributor_id"": ""104714832966690811940"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWAk8JXfpFVmTBv646uLNNluNRiwSCxFzU-85LFI49wvjTiSjHZ=s120-c-rp-mo-br100"",
  ""reviews"": 7,
  ""photos"": 4
}"
"127","5","I am proud to go to school here and the facilities are also complete","0","2 years ago","{
  ""name"": ""Ni Nyoman Satya Yanti_ 2O1O3163"",
  ""link"": ""https://www.google.com/maps/contrib/115460095517901099824?hl=en"",
  ""contributor_id"": ""115460095517901099824"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVNKAvuC2KLAbXdVDdXy-AcnRXTHI5xv-MzBiX7JR1p4u29NmQ_FQ=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 23,
  ""photos"": 36
}"
